816
145,48,1
48,11,1
11,146,1
146,145,-1
145,13,1
13,155,1
155,80,-1
80,13,1
13,3,1
3,156,1
156,139,-1
139,146,1
146,67,-1
67,88,1
88,33,1
33,11,1
11,22,1
22,23,-1
23,50,-1
50,51,-1
51,11,1
11,21,1
21,46,-1
46,88,-1
88,12,-1
12,11,1
11,157,1
157,13,1
13,158,1
158,80,-1
80,24,1
24,12,-1
12,139,-1
139,38,1
38,3,1
3,79,1
79,141,-1
141,11,1
11,75,1
75,159,1
159,160,-1
160,33,1
33,11,1
11,76,1
76,22,-1
22,30,-1
30,161,1
161,6,-1
6,80,-1
80,8,1
13,46,-1
46,43,-1
43,21,1
21,0,1
0,1,-1
1,2,-1
2,51,1
51,11,1
11,88,1
88,46,-1
46,88,-1
88,46,-1
46,162,1
162,163,-1
163,30,1
30,21,1
21,58,-1
58,48,1
48,49,1
49,7,1
7,8,1
119,38,1
38,142,1
142,58,-1
58,7,1
7,164,1
164,80,-1
80,165,-1
165,19,1
19,138,1
138,12,-1
12,146,-1
146,67,-1
67,48,1
48,11,1
11,166,1
166,12,1
12,39,1
39,58,-1
58,7,1
7,13,1
13,12,1
12,11,1
11,87,1
87,167,1
167,146,1
146,67,-1
67,30,1
30,71,1
71,13,1
13,75,1
75,30,1
30,49,1
49,7,1
7,27,1
27,43,-1
43,3,1
3,11,1
11,157,1
157,38,1
38,51,-1
51,168,1
168,33,1
33,169,1
169,19,1
19,60,1
60,7,-1
7,58,-1
58,48,1
48,11,1
11,146,1
146,145,-1
145,3,1
3,170,1
170,76,-1
76,12,-1
12,38,1
38,39,1
39,58,-1
58,7,1
7,171,1
171,88,1
88,33,1
33,11,1
11,27,1
27,172,1
172,173,-1
173,6,1
6,7,1
7,8,1
164,80,-1
80,165,-1
165,3,1
3,11,1
11,174,1
174,19,1
19,175,1
175,58,-1
58,48,1
48,176,1
176,67,-1
67,21,1
21,12,-1
12,58,-1
58,7,1
7,8,1
6,24,-1
24,25,-1
25,141,-1
141,121,1
121,80,-1
80,48,1
48,177,1
177,178,-1
178,30,1
30,142,1
142,80,-1
80,11,1
11,89,1
89,46,-1
46,50,-1
50,3,1
3,51,1
51,58,-1
58,27,-1
27,11,1
11,179,1
179,180,-1
180,19,1
19,181,1
181,141,-1
141,6,1
6,48,1
48,172,1
172,173,-1
173,6,1
6,7,1
7,8,1
177,178,-1
178,3,1
3,176,1
176,67,-1
67,21,1
21,12,-1
12,58,-1
58,7,1
7,8,1
0,1,-1
1,2,-1
2,3,1
3,182,1
182,183,-1
183,38,1
38,177,1
177,178,-1
178,13,1
13,12,1
12,25,-1
25,88,-1
88,19,1
19,103,1
103,184,-1
184,120,-1
120,58,-1
58,48,1
48,172,1
172,173,-1
173,19,1
19,185,1
185,136,-1
136,7,1
7,8,1
177,178,-1
178,3,1
3,11,1
11,39,1
39,7,-1
7,139,-1
139,19,1
19,3,1
3,24,-1
24,12,-1
12,40,-1
40,186,1
186,187,1
187,38,1
38,11,1
11,34,1
34,10,-1
10,12,-1
12,176,1
176,67,-1
67,7,1
7,8,1
188,18,1
18,147,-1
147,3,1
3,11,1
11,37,1
37,19,1
19,189,1
189,6,-1
6,146,1
146,184,-1
184,8,1
190,188,1
188,21,1
21,191,-1
191,189,1
189,184,-1
184,13,1
13,88,1
88,8,1
190,188,1
188,52,1
52,192,-1
192,19,1
19,193,1
193,80,-1
80,48,1
48,80,1
80,40,-1
40,11,1
11,27,1
27,80,-1
80,60,-1
60,13,1
13,38,1
38,184,-1
184,33,1
33,11,1
11,194,1
194,51,1
51,102,1
102,46,-1
46,21,-1
21,11,1
11,52,1
52,192,-1
192,19,1
19,195,1
195,58,-1
58,48,1
48,3,1
3,196,1
196,139,-1
139,146,1
146,158,-1
158,26,1
26,8,1
190,188,1
188,7,1
7,141,-1
141,197,-1
197,46,-1
46,13,1
13,37,1
37,19,1
19,189,1
189,6,-1
6,7,1
7,13,1
13,12,1
12,8,1
190,188,1
188,3,1
3,80,-1
80,11,1
11,3,1
3,198,-1
198,116,-1
116,3,1
3,18,1
18,147,-1
147,13,1
13,86,1
86,95,1
95,197,1
197,146,-1
146,19,1
19,8,1
102,23,-1
23,12,-1
12,25,-1
25,11,1
11,109,1
109,199,1
199,200,-1
200,13,1
13,201,1
201,202,1
202,203,-1
203,19,1
19,8,1
102,23,-1
23,12,-1
12,25,-1
25,11,1
11,86,1
86,197,1
197,146,-1
146,19,1
19,8,1
102,23,-1
23,12,-1
12,25,-1
25,11,1
11,86,1
86,197,1
197,146,-1
146,13,1
13,109,1
109,148,-1
148,197,1
197,146,-1
146,19,1
19,8,1
102,23,-1
23,12,-1
12,25,-1
25,11,1
11,204,1
204,205,-1
205,197,1
197,146,-1
146,19,1
19,8,1
102,23,-1
23,12,-1
12,25,-1
25,11,1
11,206,1
206,207,1
207,13,1
13,208,1
208,209,-1
209,210,-1
210,2,-1
2,147,1
147,19,1
19,8,1
190,188,1
188,201,1
201,50,-1
50,211,-1
211,80,-1
80,7,1
7,8,1
212,18,-1
18,3,1
3,213,1
213,192,-1
192,12,1
12,8,1
190,188,1
188,80,1
80,80,-1
80,67,-1
67,11,1
11,213,1
213,192,-1
192,38,1
38,3,1
3,214,1
214,215,-1
215,80,-1
80,146,1
146,158,-1
158,26,1
26,8,1
37,19,1
19,11,1
11,216,1
216,10,-1
10,40,-1
40,97,1
97,33,1
33,63,1
63,49,-1
49,26,1
26,11,1
11,27,1
27,80,-1
80,60,-1
60,13,1
13,38,1
38,184,-1
184,8,1
89,13,-1
13,214,-1
214,211,-1
211,3,1
3,11,1
11,207,1
207,217,-1
217,13,1
13,192,1
192,19,1
19,51,1
51,11,1
11,201,1
201,218,1
218,80,-1
80,30,1
30,21,1
21,139,-1
139,11,1
11,219,1
219,6,-1
6,141,-1
141,220,1
220,183,-1
183,21,1
21,47,1
47,6,-1
6,19,1
19,6,1
6,48,1
48,80,1
80,40,-1
40,221,1
221,30,1
30,3,1
3,11,1
11,37,1
37,172,-1
172,151,1
151,27,-1
27,139,-1
139,10,1
10,138,-1
138,222,1
222,6,-1
6,63,-1
63,184,-1
184,89,1
89,27,-1
27,19,1
19,223,1
223,198,-1
198,48,1
48,196,1
196,139,-1
139,146,1
146,184,-1
184,8,1
109,223,1
223,224,-1
224,19,1
19,225,1
225,116,-1
116,24,1
24,69,1
69,226,-1
226,227,-1
227,30,1
30,12,1
12,22,-1
22,25,1
25,23,-1
23,48,1
48,11,1
11,189,1
189,197,-1
197,23,1
23,146,1
146,184,-1
184,8,1
43,59,-1
59,60,-1
60,3,1
3,11,1
11,83,1
83,37,1
37,189,1
189,197,-1
197,23,1
23,146,1
146,6,-1
6,7,1
7,8,1
190,228,1
228,80,-1
80,48,1
48,11,1
11,0,1
0,1,-1
1,2,-1
2,3,1
3,4,1
4,5,-1
5,6,1
6,7,1
7,8,1
188,229,1
229,23,-1
23,7,1
7,18,1
18,88,1
88,8,1
230,12,-1
12,6,-1
6,48,1
48,231,1
231,22,-1
22,26,1
26,8,1
190,0,1
0,1,-1
1,2,-1
2,3,1
3,11,1
11,232,1
232,233,-1
233,21,1
21,234,1
234,38,1
38,39,1
39,58,-1
58,7,1
7,8,1
112,80,-1
80,235,-1
235,19,1
19,11,1
11,236,1
236,237,-1
237,58,-1
58,7,1
7,146,1
146,146,-1
146,38,1
38,11,1
11,13,1
13,102,-1
102,13,-1
13,102,-1
102,18,1
18,238,-1
238,30,1
30,3,1
3,80,1
80,58,-1
58,48,1
48,143,1
143,58,-1
58,7,1
7,8,1
7,145,-1
145,146,-1
146,145,-1
145,239,1
239,3,1
3,11,1
11,240,1
240,241,-1
241,13,1
13,242,1
242,243,-1
243,30,1
30,244,1
244,245,-1
245,197,1
197,23,1
23,7,1
7,8,1
246,247,-1
247,25,1
25,23,-1
23,48,1
48,11,1
11,0,1
0,1,-1
1,2,-1
2,13,1
13,248,1
248,249,-1
249,12,1
12,25,-1
25,3,1
3,250,1
250,251,-1
251,33,1
33,63,1
63,48,1
48,49,1
49,7,1
7,13,1
13,38,-1
38,11,1
11,252,1
252,253,-1
253,33,1
33,118,1
118,43,-1
43,141,-1
141,21,1
21,58,-1
58,48,1
48,6,1
6,146,-1
146,58,-1
58,7,1
7,8,1
0,1,-1
1,2,-1
2,3,1
3,11,1
11,18,1
18,13,1
13,254,1
254,30,1
30,255,1
255,43,-1
43,63,-1
63,197,-1
197,23,1
23,7,1
7,8,1
188,89,1
89,13,-1
13,250,1
250,256,-1
256,38,1
38,166,1
166,19,1
19,184,1
184,40,-1
40,138,1
138,51,-1
51,139,-1
139,38,1
38,39,1
39,58,-1
58,7,1
7,12,1
12,8,1
257,67,-1
67,258,1
258,190,1
190,16,1
16,259,-1
259,260,1
260,130,-1
130,261,-1
261,262,-1
262,2,-1
2,3,1
3,263,1
263,12,-1
12,30,1
30,11,1
11,22,1
22,23,-1
23,50,-1
50,51,-1
51,264,1
264,265,-1
265,19,1
19,266,1
266,48,-1
48,173,1
173,80,-1
80,138,-1
138,116,-1
116,7,1
7,8,1
102,13,-1
13,18,1
18,13,1
13,267,1
267,3,1
3,268,1
268,269,-1
269,38,1
38,11,1
11,270,1
270,101,-1
101,13,1
13,271,1
271,3,1
3,11,1
11,272,1
272,137,-1
137,273,-1
273,146,-1
146,23,1
23,7,1
7,274,1
274,60,-1
60,30,1
30,275,1
275,12,-1
12,58,-1
58,7,1
7,8,1
188,75,1
75,19,1
19,16,1
16,259,-1
259,13,1
13,183,1
183,12,1
12,25,-1
25,276,1
276,60,-1
60,13,1
13,88,1
88,8,1
190,27,1
27,0,1
0,1,-1
1,2,-1
2,3,1
3,52,1
52,277,-1
277,23,-1
23,10,1
10,30,1
30,176,1
176,67,-1
67,7,1
7,8,1
188,201,1
201,146,-1
146,67,-1
67,33,1
33,12,1
12,278,1
278,190,1
190,18,1
18,3,1
3,11,1
11,279,1
279,280,-1
280,6,1
6,7,1
7,8,1
188,281,1
281,282,-1
282,13,1
13,79,1
79,80,-1
80,76,1
76,138,-1
138,198,1
198,283,-1
283,8,1
201,146,-1
146,67,-1
67,30,1
30,3,1
3,11,1
11,34,1
34,6,-1
6,13,1
13,284,1
284,285,-1
285,33,1
33,34,1
34,12,-1
12,25,-1
25,26,1
26,8,1
190,188,1
188,257,1
257,60,-1
60,21,1
21,258,1
258,190,1
190,27,1
27,0,1
0,1,-1
1,2,-1
2,3,1
3,11,1
11,80,1
80,43,-1
43,139,-1
139,286,-1
286,58,-1
58,48,1
48,287,1
287,288,-1
288,6,1
6,7,1
7,8,1
188,37,1
37,13,1
13,192,1
192,19,1
19,218,1
218,60,-1
60,13,1
13,3,1
3,11,1
11,289,1
289,51,-1
51,290,1
290,10,-1
10,247,1
247,43,-1
43,52,1
52,291,-1
291,88,1
88,8,1
18,3,1
3,11,1
11,292,1
292,13,1
13,293,1
293,294,-1
294,19,1
19,197,1
197,67,-1
67,218,1
218,58,-1
58,48,1
48,196,1
196,25,-1
25,23,1
23,40,-1
40,8,1
190,188,1
188,218,1
218,60,-1
60,13,1
13,33,1
33,11,1
11,295,1
295,156,-1
156,13,1
13,192,1
192,296,-1
296,67,-1
67,21,1
21,13,1
13,88,1
88,27,1
27,11,1
11,34,1
34,6,-1
6,30,1
30,297,1
297,67,-1
67,48,1
48,141,1
141,23,-1
23,7,1
7,13,1
13,3,1
3,11,1
11,201,1
201,146,-1
146,67,-1
67,7,1
7,145,-1
145,88,1
88,8,1
37,13,1
13,192,1
192,3,1
3,11,1
11,39,1
39,48,-1
48,30,1
30,21,1
21,25,-1
25,21,1
21,80,-1
80,8,1
37,101,-1
101,3,1
3,11,1
11,51,1
51,27,-1
27,51,-1
51,27,-1
27,298,1
298,299,-1
299,13,1
13,12,1
12,7,-1
7,146,-1
146,139,-1
139,197,1
197,8,1
216,198,-1
198,48,1
48,3,1
3,11,1
11,21,1
21,25,-1
25,26,1
26,8,1
190,16,1
16,259,-1
259,3,1
3,154,1
154,300,-1
300,80,-1
80,48,1
48,301,1
301,43,-1
43,11,1
11,302,1
302,58,-1
58,27,-1
27,303,1
303,304,-1
304,19,1
19,138,1
138,80,-1
80,7,1
7,8,1
188,34,1
34,6,-1
6,88,1
88,58,-1
58,48,-1
48,11,1
11,305,1
305,306,-1
306,19,1
19,307,1
307,46,-1
46,38,1
38,80,1
80,40,-1
40,13,1
13,88,1
88,33,1
33,8,1
190,188,1
188,21,1
21,46,-1
46,13,1
13,308,1
308,13,1
13,305,1
305,306,-1
306,88,1
88,8,1
199,309,-1
309,13,1
13,310,1
310,311,-1
311,19,1
19,312,1
312,40,-1
40,308,1
308,12,1
12,8,1
190,89,1
89,46,-1
46,50,-1
50,3,1
3,0,1
0,1,-1
1,2,-1
2,33,1
33,313,1
313,280,-1
280,6,1
6,7,1
7,8,1
188,314,1
314,13,1
13,79,1
79,80,-1
80,37,1
37,19,1
19,189,1
189,6,-1
6,48,1
48,11,1
11,166,1
166,33,1
33,305,1
305,306,-1
306,88,1
88,8,1
190,188,1
188,88,1
88,146,-1
146,23,-1
23,11,1
11,217,1
217,315,1
315,13,1
13,221,1
221,8,1
190,18,1
18,3,1
3,11,1
11,197,1
197,58,-1
58,27,-1
27,267,1
267,19,1
19,316,1
316,317,-1
317,48,1
48,318,1
318,80,-1
80,7,1
7,8,1
188,319,1
319,38,1
38,3,1
3,11,1
11,50,1
50,46,-1
46,21,-1
21,320,1
320,25,-1
25,12,-1
12,21,1
21,97,1
97,38,1
38,51,1
51,257,1
257,67,-1
67,40,-1
40,8,1
34,6,-1
6,30,1
30,3,1
3,11,1
11,37,1
37,13,1
13,321,1
321,322,1
322,13,1
13,323,1
323,324,-1
324,33,1
33,325,1
325,67,-1
67,326,-1
326,80,-1
80,48,1
48,21,1
21,25,-1
25,26,1
26,8,1
201,146,-1
146,67,-1
67,88,1
88,58,-1
58,48,-1
48,11,1
11,80,1
80,146,-1
146,30,-1
30,11,1
11,327,1
327,30,1
30,21,1
21,58,-1
58,48,1
48,12,1
12,25,-1
25,11,1
11,328,1
328,80,-1
80,48,1
48,329,1
329,277,-1
277,7,1
7,58,1
58,48,-1
48,228,1
228,12,-1
12,26,1
26,330,1
330,8,1
190,188,1
188,39,1
39,39,-1
39,11,1
11,18,1
18,3,1
3,331,1
331,332,-1
332,88,1
88,8,1
199,333,-1
333,23,-1
23,48,1
48,80,1
80,40,-1
40,33,1
33,274,1
274,80,-1
80,8,1
298,3,1
3,11,1
11,145,1
145,283,-1
283,46,-1
46,27,-1
27,334,1
334,26,-1
26,40,1
40,335,1
335,336,-1
336,38,1
38,196,1
196,40,-1
40,13,1
13,30,-1
30,8,1
223,337,-1
337,80,-1
80,21,1
21,50,-1
50,28,1
28,6,-1
6,48,-1
48,6,1
6,21,1
21,80,-1
80,8,1
7,88,-1
88,11,1
11,338,1
338,338,-1
338,190,-1
190,27,1
27,257,1
257,80,-1
80,12,1
12,22,-1
22,48,1
48,11,1
11,0,1
0,1,-1
1,2,-1
2,3,1
3,339,1
339,51,-1
51,27,-1
27,30,1
30,340,1
340,341,-1
341,19,1
19,154,1
154,6,-1
6,342,1
342,343,-1
343,7,1
7,116,-1
116,25,-1
25,80,-1
80,11,1
11,188,1
188,7,1
7,88,-1
88,11,1
11,298,1
298,30,1
30,344,1
344,19,1
19,12,1
12,22,-1
22,7,1
7,80,-1
80,138,1
138,51,-1
51,139,-1
139,21,1
21,25,-1
25,11,1
11,345,1
345,346,-1
346,146,1
146,38,-1
38,30,1
30,347,1
347,153,1
153,101,-1
101,13,1
13,153,1
153,348,-1
348,19,1
19,349,1
349,67,-1
67,48,1
48,217,1
217,197,-1
197,80,-1
80,8,1
7,58,-1
58,7,-1
7,54,1
54,37,1
37,13,1
13,86,1
86,30,1
30,11,1
11,350,1
350,351,-1
351,19,1
19,195,1
195,7,-1
7,158,1
158,48,1
48,76,1
76,139,-1
139,7,1
7,80,-1
80,13,1
13,38,1
38,184,-1
184,8,1
347,153,1
153,13,1
13,60,1
60,145,-1
145,30,1
30,11,1
11,298,1
298,3,1
3,35,1
35,38,1
38,98,1
98,99,-1
99,100,-1
100,19,1
19,316,1
316,317,-1
317,197,1
197,158,-1
158,11,1
11,9,1
9,10,-1
10,11,1
11,89,1
89,89,-1
89,352,1
352,353,1
353,58,-1
58,48,1
48,49,1
49,146,1
146,184,-1
184,8,1
190,188,1
188,24,1
24,12,-1
12,21,1
21,8,1
190,27,1
27,16,1
16,259,-1
259,3,1
3,11,1
11,354,1
354,23,-1
23,7,1
7,187,1
187,38,1
38,186,1
186,141,-1
141,280,1
280,58,-1
58,7,1
7,8,1
188,27,1
27,46,-1
46,38,-1
38,51,-1
51,21,1
21,80,-1
80,355,1
355,19,1
19,257,1
257,60,-1
60,34,1
34,80,-1
80,8,1
356,33,-1
33,6,-1
6,7,1
7,357,1
357,358,-1
358,33,1
33,353,1
353,58,-1
58,48,1
48,49,1
49,40,-1
40,27,1
27,80,-1
80,60,-1
60,13,1
13,12,1
12,8,1
190,188,1
188,102,1
102,60,-1
60,38,1
38,184,-1
184,8,1
353,58,-1
58,48,1
48,49,1
49,40,-1
40,13,1
13,38,1
38,184,-1
184,8,1
190,0,1
0,1,-1
1,2,-1
2,3,1
3,9,1
9,334,-1
334,38,1
38,257,1
257,80,-1
80,359,-1
359,58,-1
58,7,1
7,8,1
188,298,1
298,3,1
3,360,1
360,361,-1
361,19,1
19,312,1
312,139,-1
139,146,1
146,184,-1
184,8,1
298,19,1
19,11,1
11,347,1
347,153,1
153,101,-1
101,88,1
88,22,-1
22,362,1
362,6,-1
6,48,1
48,217,1
217,197,-1
197,80,-1
80,8,1
86,33,1
33,11,1
11,298,1
298,13,1
13,353,1
353,139,-1
139,19,1
19,363,1
363,58,-1
58,48,1
48,80,1
80,40,-1
40,13,1
13,88,1
88,8,1
102,46,-1
46,21,-1
21,30,-1
30,298,1
298,19,1
19,216,1
216,198,-1
198,25,1
25,23,-1
23,21,1
21,80,-1
80,21,1
21,25,-1
25,24,1
24,11,1
11,274,1
274,211,-1
211,6,-1
6,80,-1
80,11,1
11,89,1
89,13,-1
13,75,1
75,30,1
30,125,1
125,126,-1
126,127,-1
127,128,-1
128,129,-1
129,130,-1
130,131,-1
131,2,-1
2,27,1
27,80,-1
80,60,-1
60,133,1
133,134,-1
134,33,1
33,80,1
80,146,1
146,184,-1
184,8,1
298,13,1
13,79,1
79,87,-1
87,13,1
13,124,1
124,37,-1
37,88,1
88,8,1
39,23,-1
23,19,1
19,11,1
11,37,1
37,172,-1
172,27,1
27,6,-1
6,48,-1
48,89,1
89,89,-1
89,30,1
30,231,1
231,80,-1
80,48,1
48,143,1
143,89,-1
89,60,1
60,8,1
298,33,1
33,356,1
356,317,-1
317,48,1
48,6,1
6,146,-1
146,58,-1
58,48,1
48,11,1
11,347,1
347,153,1
153,364,1
364,13,1
13,153,1
153,47,-1
47,146,1
146,38,-1
38,11,1
11,89,1
89,89,-1
89,30,1
30,353,1
353,58,-1
58,48,1
48,49,1
49,21,1
21,12,-1
12,58,-1
58,7,1
7,25,-1
25,11,1
11,39,1
39,13,-1
13,124,1
124,37,-1
37,19,1
19,365,1
365,116,-1
116,189,-1
189,6,-1
6,48,1
48,217,1
217,197,-1
197,80,-1
80,8,1
7,13,-1
13,366,-1
366,11,1
11,102,1
102,60,-1
60,6,1
6,48,1
48,217,1
217,197,-1
197,80,-1
80,8,1
190,102,1
102,23,-1
23,19,1
19,228,1
228,80,-1
80,48,1
48,18,1
18,3,1
3,11,1
11,367,1
367,17,-1
17,21,1
21,85,1
85,195,-1
195,38,1
38,11,1
11,102,1
102,58,-1
58,27,-1
27,368,1
368,369,-1
369,280,-1
280,46,-1
46,88,1
88,8,1
230,29,-1
29,85,-1
85,21,1
21,89,1
89,27,-1
27,19,1
19,257,1
257,60,-1
60,34,1
34,80,-1
80,8,1
50,60,-1
60,158,-1
158,353,1
353,58,-1
58,48,1
48,49,1
49,21,1
21,80,-1
80,30,1
30,43,1
43,146,-1
146,58,-1
58,48,1
48,80,1
80,40,-1
40,8,1
89,13,-1
13,355,1
355,138,-1
138,43,-1
43,30,1
30,370,1
370,197,-1
197,23,1
23,7,1
7,175,1
175,139,-1
139,6,1
6,48,1
48,11,1
11,371,1
371,6,-1
6,48,1
48,76,1
76,40,-1
40,13,1
13,51,1
51,372,1
372,269,-1
269,80,-1
80,8,1
102,60,-1
60,6,-1
6,48,-1
48,200,1
200,373,-1
373,139,-1
139,13,1
13,234,1
234,19,1
19,11,1
11,347,1
347,153,1
153,364,1
364,30,1
30,189,1
189,6,-1
6,48,1
48,76,1
76,40,-1
40,13,1
13,51,1
51,85,1
85,374,-1
374,33,1
33,80,1
80,80,-1
80,8,1
37,3,1
3,11,1
11,89,1
89,23,-1
23,88,1
88,12,1
12,25,-1
25,216,1
216,198,-1
198,25,1
25,23,-1
23,26,1
26,27,1
27,11,1
11,34,1
34,6,-1
6,3,1
3,375,1
375,6,-1
6,80,-1
80,267,1
267,6,1
6,48,1
48,11,1
11,102,1
102,13,-1
13,200,1
200,373,-1
373,139,-1
139,13,1
13,234,1
234,19,1
19,327,1
327,346,-1
346,30,1
30,345,1
345,6,-1
6,48,1
48,76,1
76,40,-1
40,13,1
13,88,1
88,8,1
202,13,-1
13,249,-1
249,13,1
13,11,1
11,295,1
295,376,-1
376,221,1
221,27,1
27,12,-1
12,80,-1
80,60,-1
60,377,1
377,378,-1
378,30,1
30,60,1
60,46,-1
46,27,-1
27,325,1
325,158,-1
158,138,-1
138,22,-1
22,48,1
48,76,1
76,139,-1
139,7,1
7,80,-1
80,51,1
51,13,-1
13,197,1
197,8,1
188,379,1
379,80,-1
80,19,1
19,11,1
11,228,1
228,80,-1
80,7,1
7,8,1
102,13,-1
13,200,1
200,373,-1
373,139,-1
139,19,1
19,380,1
380,120,-1
120,33,1
33,274,1
274,80,-1
80,8,1
347,153,1
153,364,1
364,30,1
30,3,1
3,153,1
153,381,-1
381,146,1
146,38,-1
38,30,1
30,353,1
353,58,-1
58,48,1
48,49,1
49,80,-1
80,8,1
201,141,-1
141,23,-1
23,7,1
7,25,-1
25,11,1
11,102,1
102,13,-1
13,200,1
200,373,-1
373,139,-1
139,19,1
19,11,1
11,43,1
43,58,-1
58,27,-1
27,189,1
189,184,-1
184,330,1
330,8,1
145,59,-1
59,58,-1
58,27,-1
27,201,1
201,141,-1
141,23,-1
23,48,1
48,49,1
49,40,-1
40,33,1
33,80,1
80,80,-1
80,8,1
201,146,-1
